,index,id,album,release_date,n_tracks_original,id_track,n_tracks,notes,uk_peak_pos,uk_woc,uk_weeks_n1,us_peak_pos,us_woc,us_weeks_n1,cleaned_lyrics,cleaned_bigrams,cleaned_lyrics_unique,cleaned_bigrams_unique,len_bigrams_unique,word_repetition,lyrics_char_len,sadness,joy,love,anger,fear,surprise,max_score,max_emotion
0,Ring Ring,1,Ring Ring (International Edition) by ABBA,1973-03-26,15,1,14,Third at the 1973 Melodifestivalen,32.0,5.0,0.0,0.0,0.0,0.0,"['sit', 'phone', 'wait', 'alone', 'baby', 'sit', 'wait', 'wonder', 'dark', 'dreary', 'night', 'seem', 'like', 'nothing', 'go', 'right', 'tell', 'honey', 'go', 'without', 'yes', 'feel', 'blue', 'know', 'oh', 'oh', 'ring', 'ring', 'give', 'call', 'ring', 'ring', 'happiest', 'sound', 'ring', 'ring', 'stare', 'phone', 'wall', 'sit', 'alone', 'impatiently', 'please', 'understand', 'need', 'ring', 'ring', 'give', 'call', 'ring', 'ring', 'give', 'call', 'go', 'hey', 'something', 'wrong', 'believe', 'could', 'badly', 'mistake', 'tell', 'really', 'hear', 'cry', 'know', 'heart', 'break', 'please', 'forgive', 'forget', 'maybe', 'darling', 'better', 'yet', 'oh', 'oh', 'ring', 'ring', 'give', 'call', 'ring', 'ring', 'happiest', 'sound', 'ring', 'ring', 'stare', 'phone', 'wall', 'sit', 'alone', 'impatiently', 'please', 'understand', 'need', 'ring', 'ring', 'give', 'call', 'ring', 'ring', 'give', 'call', 'oh', 'oh', 'ring', 'ring', 'give', 'call', 'ring', 'ring', 'give', 'call', 'oh', 'oh', 'ring', 'ring', 'give', 'call', 'ring', 'ring']","['sit', 'phone', 'wait', 'alone', 'baby', 'sit', 'wait', 'wonder', 'dark', 'dreary', 'night', 'seem', 'like', 'nothing', 'go', 'right', 'tell', 'honey', 'go', 'without', 'yes', 'feel', 'blue', 'know', 'oh', 'oh', 'ring-ring', 'give', 'call', 'ring-ring', 'happiest', 'sound', 'ring-ring', 'stare', 'phone', 'wall', 'sit', 'alone', 'impatiently', 'please', 'understand', 'need', 'ring-ring', 'give', 'call', 'ring-ring', 'give', 'call', 'go', 'hey', 'something', 'wrong', 'believe', 'could', 'badly', 'mistake', 'tell', 'really', 'hear', 'cry', 'know', 'heart', 'break', 'please', 'forgive', 'forget', 'maybe', 'darling', 'better', 'yet', 'oh', 'oh', 'ring-ring', 'give', 'call', 'ring-ring', 'happiest', 'sound', 'ring-ring', 'stare', 'phone', 'wall', 'sit', 'alone', 'impatiently', 'please', 'understand', 'need', 'ring-ring', 'give', 'call', 'ring-ring', 'give', 'call', 'oh', 'oh', 'ring-ring', 'give', 'call', 'ring-ring', 'give', 'call', 'oh', 'oh', 'ring-ring', 'give', 'call', 'ring-ring']","['sit', 'phone', 'wait', 'alone', 'baby', 'wonder', 'dark', 'dreary', 'night', 'seem', 'like', 'nothing', 'go', 'right', 'tell', 'honey', 'without', 'yes', 'feel', 'blue', 'know', 'oh', 'ring', 'give', 'call', 'happiest', 'sound', 'stare', 'wall', 'impatiently', 'please', 'understand', 'need', 'hey', 'something', 'wrong', 'believe', 'could', 'badly', 'mistake', 'really', 'hear', 'cry', 'heart', 'break', 'forgive', 'forget', 'maybe', 'darling', 'better', 'yet']","['sit', 'phone', 'wait', 'alone', 'baby', 'wonder', 'dark', 'dreary', 'night', 'seem', 'like', 'nothing', 'go', 'right', 'tell', 'honey', 'without', 'yes', 'feel', 'blue', 'know', 'oh', 'ring-ring', 'give', 'call', 'happiest', 'sound', 'stare', 'wall', 'impatiently', 'please', 'understand', 'need', 'hey', 'something', 'wrong', 'believe', 'could', 'badly', 'mistake', 'really', 'hear', 'cry', 'heart', 'break', 'forgive', 'forget', 'maybe', 'darling', 'better', 'yet']",51,2.1176470588235294,1384,0.15645387768745422,0.7577052116394043,0.05617918446660042,0.005206454079598188,0.01262043695896864,0.011834820732474327,0.7577052116394043,joy
1,"Another Town, Another Train",1,Ring Ring (International Edition) by ABBA,1973-03-26,15,2,14,,,,,,,,"['day', 'dawn', 'must', 'go', 'asleep', 'still', 'sure', 'know', 'end', 'way', 'groovy', 'time', 'tell', 'somewhere', 'line', 'would', 'find', 'go', 'move', 'along', 'another', 'town', 'another', 'train', 'wait', 'morning', 'rain', 'lord', 'give', 'restless', 'soul', 'little', 'patience', 'another', 'town', 'another', 'train', 'nothing', 'lose', 'nothing', 'gain', 'guess', 'spend', 'life', 'railway', 'station', 'guess', 'spend', 'life', 'railway', 'station', 'wake', 'know', 'cry', 'word', 'write', 'say', 'goodbye', 'comfort', 'time', 'understand', 'dream', 'dream', 'make', 'sand', 'good', 'bum', 'like', 'live', 'free', 'another', 'town', 'another', 'train', 'wait', 'morning', 'rain', 'lord', 'give', 'restless', 'soul', 'little', 'patience', 'another', 'town', 'another', 'train', 'nothing', 'lose', 'nothing', 'gain', 'guess', 'spend', 'life', 'railway', 'station', 'guess', 'spend', 'life', 'railway', 'station', 'another', 'town', 'another', 'train', 'wait', 'morning', 'rain', 'lord', 'give', 'restless', 'soul', 'little', 'patience', 'another', 'town', 'another', 'train', 'nothing', 'lose', 'nothing', 'gain', 'guess', 'spend', 'life', 'railway', 'station']","['day', 'dawn', 'must', 'go', 'asleep', 'still', 'sure', 'know', 'end', 'way', 'groovy', 'time', 'tell', 'somewhere', 'line', 'would', 'find', 'go', 'move', 'along', 'another', 'town', 'another', 'train', 'wait', 'morning', 'rain', 'lord', 'give', 'restless', 'soul', 'little', 'patience', 'another', 'town', 'another', 'train', 'nothing', 'lose', 'nothing', 'gain', 'guess', 'spend', 'life', 'railway', 'station', 'guess', 'spend', 'life', 'railway', 'station', 'wake', 'know', 'cry', 'word', 'write', 'say', 'goodbye', 'comfort', 'time', 'understand', 'dream', 'dream', 'make', 'sand', 'good', 'bum', 'like', 'live', 'free', 'another', 'town', 'another', 'train', 'wait', 'morning', 'rain', 'lord', 'give', 'restless', 'soul', 'little', 'patience', 'another', 'town', 'another', 'train', 'nothing', 'lose', 'nothing', 'gain', 'guess', 'spend', 'life', 'railway', 'station', 'guess', 'spend', 'life', 'railway', 'station', 'another', 'town', 'another', 'train', 'wait', 'morning', 'rain', 'lord', 'give', 'restless', 'soul', 'little', 'patience', 'another', 'town', 'another', 'train', 'nothing', 'lose', 'nothing', 'gain', 'guess', 'spend', 'life', 'railway', 'station']","['day', 'dawn', 'must', 'go', 'asleep', 'still', 'sure', 'know', 'end', 'way', 'groovy', 'time', 'tell', 'somewhere', 'line', 'would', 'find', 'move', 'along', 'another', 'town', 'train', 'wait', 'morning', 'rain', 'lord', 'give', 'restless', 'soul', 'little', 'patience', 'nothing', 'lose', 'gain', 'guess', 'spend', 'life', 'railway', 'station', 'wake', 'cry', 'word', 'write', 'say', 'goodbye', 'comfort', 'understand', 'dream', 'make', 'sand', 'good', 'bum', 'like', 'live', 'free']","['day', 'dawn', 'must', 'go', 'asleep', 'still', 'sure', 'know', 'end', 'way', 'groovy', 'time', 'tell', 'somewhere', 'line', 'would', 'find', 'move', 'along', 'another', 'town', 'train', 'wait', 'morning', 'rain', 'lord', 'give', 'restless', 'soul', 'little', 'patience', 'nothing', 'lose', 'gain', 'guess', 'spend', 'life', 'railway', 'station', 'wake', 'cry', 'word', 'write', 'say', 'goodbye', 'comfort', 'understand', 'dream', 'make', 'sand', 'good', 'bum', 'like', 'live', 'free']",55,2.309090909090909,1231,0.001646299147978425,0.0003692770260386169,0.0006607081741094589,0.0030644622165709734,0.9931471943855286,0.001112097525037825,0.9931471943855286,fear
2,Disillusion,1,Ring Ring (International Edition) by ABBA,1973-03-26,15,3,14,,,,,,,,"['change', 'move', 'circle', 'see', 'face', 'dream', 'smile', 'laugh', 'shadow', 'hear', 'voice', 'know', 'mean', 'know', 'matter', 'hard', 'try', 'reason', 'life', 'disillusion', 'disillusion', 'leave', 'forget', 'world', 'break', 'want', 'disillusion', 'disillusos', 'wish', 'hop', 'chase', 'shadow', 'see', 'face', 'somewhere', 'crowd', 'think', 'wonder', 'stop', 'cry', 'loud', 'say', 'wind', 'heal', 'leave', 'scar', 'never', 'share', 'love', 'disillusion', 'disillusion', 'leave', 'forget', 'world', 'break', 'want', 'disillusion', 'disillusos', 'disillusion', 'disillusos']","['change', 'move', 'circle', 'see', 'face', 'dream', 'smile', 'laugh', 'shadow', 'hear', 'voice', 'know', 'mean', 'know', 'matter', 'hard', 'try', 'reason', 'life', 'disillusion', 'disillusion', 'leave', 'forget', 'world', 'break', 'want', 'disillusion', 'disillusos', 'wish', 'hop', 'chase', 'shadow', 'see', 'face', 'somewhere', 'crowd', 'think', 'wonder', 'stop', 'cry', 'loud', 'say', 'wind', 'heal', 'leave', 'scar', 'never', 'share', 'love', 'disillusion', 'disillusion', 'leave', 'forget', 'world', 'break', 'want', 'disillusion', 'disillusos', 'disillusion', 'disillusos']","['change', 'move', 'circle', 'see', 'face', 'dream', 'smile', 'laugh', 'shadow', 'hear', 'voice', 'know', 'mean', 'matter', 'hard', 'try', 'reason', 'life', 'disillusion', 'leave', 'forget', 'world', 'break', 'want', 'disillusos', 'wish', 'hop', 'chase', 'somewhere', 'crowd', 'think', 'wonder', 'stop', 'cry', 'loud', 'say', 'wind', 'heal', 'scar', 'never', 'share', 'love']","['change', 'move', 'circle', 'see', 'face', 'dream', 'smile', 'laugh', 'shadow', 'hear', 'voice', 'know', 'mean', 'matter', 'hard', 'try', 'reason', 'life', 'disillusion', 'leave', 'forget', 'world', 'break', 'want', 'disillusos', 'wish', 'hop', 'chase', 'somewhere', 'crowd', 'think', 'wonder', 'stop', 'cry', 'loud', 'say', 'wind', 'heal', 'scar', 'never', 'share', 'love']",42,1.4285714285714286,921,0.9876896142959595,0.008213953115046024,0.001154041732661426,0.0022817584685981274,0.0004514773900154978,0.00020933867199346423,0.9876896142959595,sadness
3,People Need Love,1,Ring Ring (International Edition) by ABBA,1973-03-26,15,4,14,First single ever,,,,,,,"['people', 'need', 'hope', 'people', 'need', 'love', 'people', 'need', 'trust', 'fellow', 'man', 'people', 'need', 'love', 'make', 'good', 'live', 'people', 'need', 'faith', 'help', 'hand', 'man', 'always', 'want', 'woman', 'side', 'keep', 'company', 'women', 'always', 'know', 'take', 'man', 'get', 'matrimonial', 'harmony', 'everybody', 'know', 'man', 'feel', 'want', 'female', 'sympathy', 'get', 'ta', 'love', 'carry', 'live', 'get', 'ta', 'love', 'till', 'eternity', 'people', 'need', 'hope', 'people', 'need', 'love', 'people', 'need', 'trust', 'fellow', 'man', 'people', 'need', 'love', 'make', 'good', 'live', 'people', 'need', 'faith', 'help', 'hand', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'flower', 'desert', 'need', 'drop', 'rain', 'like', 'woman', 'need', 'man', 'man', 'love', 'woman', 'want', 'moon', 'take', 'somebody', 'love', 'somebody', 'care', 'call', 'friend', 'get', 'ta', 'love', 'carry', 'live', 'easy', 'understand', 'people', 'need', 'hope', 'people', 'need', 'love', 'people', 'need', 'trust', 'fellow', 'man', 'people', 'need', 'love', 'make', 'good', 'live', 'people', 'need', 'faith', 'help', 'hand', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'people', 'need', 'love', 'yeah', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'people', 'need', 'love', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'people', 'need', 'love', 'yeah', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'people', 'need', 'hope', 'people', 'need', 'love', 'people', 'need', 'love', 'yeah', 'people', 'need', 'trust', 'fellow', 'man', 'people', 'need', 'love', 'people', 'need', 'love', 'make', 'good', 'live', 'people', 'need', 'love', 'yeah', 'people', 'need', 'faith', 'help', 'hand', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'people', 'need', 'love', 'yeah', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'people', 'need', 'love', 'yeah', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'people', 'need', 'love', 'yeah', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la']","['people', 'need', 'hope', 'people', 'need', 'love', 'people', 'need', 'trust', 'fellow', 'man', 'people', 'need', 'love', 'make', 'good', 'live', 'people', 'need', 'faith', 'help', 'hand', 'man', 'always', 'want', 'woman', 'side', 'keep', 'company', 'women', 'always', 'know', 'take', 'man', 'get', 'matrimonial', 'harmony', 'everybody', 'know', 'man', 'feel', 'want', 'female', 'sympathy', 'get', 'ta', 'love', 'carry', 'live', 'get', 'ta', 'love', 'till', 'eternity', 'people', 'need', 'hope', 'people', 'need', 'love', 'people', 'need', 'trust', 'fellow', 'man', 'people', 'need', 'love', 'make', 'good', 'live', 'people', 'need', 'faith', 'help', 'hand', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'flower', 'desert', 'need', 'drop', 'rain', 'like', 'woman', 'need', 'man', 'man', 'love', 'woman', 'want', 'moon', 'take', 'somebody', 'love', 'somebody', 'care', 'call', 'friend', 'get', 'ta', 'love', 'carry', 'live', 'easy', 'understand', 'people', 'need', 'hope', 'people', 'need', 'love', 'people', 'need', 'trust', 'fellow', 'man', 'people', 'need', 'love', 'make', 'good', 'live', 'people', 'need', 'faith', 'help', 'hand', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'people', 'need', 'love', 'yeah', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'people', 'need', 'love', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'people', 'need', 'love', 'yeah', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'people', 'need', 'hope', 'people', 'need', 'love', 'people', 'need', 'love', 'yeah', 'people', 'need', 'trust', 'fellow', 'man', 'people', 'need', 'love', 'people', 'need', 'love', 'make', 'good', 'live', 'people', 'need', 'love', 'yeah', 'people', 'need', 'faith', 'help', 'hand', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'people', 'need', 'love', 'yeah', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'people', 'need', 'love', 'yeah', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'people', 'need', 'love', 'yeah', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la']","['people', 'need', 'hope', 'love', 'trust', 'fellow', 'man', 'make', 'good', 'live', 'faith', 'help', 'hand', 'always', 'want', 'woman', 'side', 'keep', 'company', 'women', 'know', 'take', 'get', 'matrimonial', 'harmony', 'everybody', 'feel', 'female', 'sympathy', 'ta', 'carry', 'till', 'eternity', 'la', 'flower', 'desert', 'drop', 'rain', 'like', 'moon', 'somebody', 'care', 'call', 'friend', 'easy', 'understand', 'yeah']","['people', 'need', 'hope', 'love', 'trust', 'fellow', 'man', 'make', 'good', 'live', 'faith', 'help', 'hand', 'always', 'want', 'woman', 'side', 'keep', 'company', 'women', 'know', 'take', 'get', 'matrimonial', 'harmony', 'everybody', 'feel', 'female', 'sympathy', 'ta', 'carry', 'till', 'eternity', 'la', 'flower', 'desert', 'drop', 'rain', 'like', 'moon', 'somebody', 'care', 'call', 'friend', 'easy', 'understand', 'yeah']",47,7.51063829787234,1935,0.0005509948241524398,0.001346892211586237,0.9962779879570007,0.0005777667392976582,0.0005530961789190769,0.0006932237884029746,0.9962779879570007,love
4,I Saw It in the Mirror,1,Ring Ring (International Edition) by ABBA,1973-03-26,15,5,14,,,,,,,,"['saw', 'mirror', 'saw', 'face', 'longer', 'need', 'anyone', 'take', 'place', 'saw', 'mirror', 'look', 'eye', 'cause', 'something', 'sure', 'wrong', 'boy', 'cry', 'boy', 'cry', 'saw', 'mirror', 'head', 'hang', 'low', 'familiar', 'feel', 'show', 'know', 'say', 'love', 'look', 'lie', 'really', 'bother', 'boy', 'cry', 'boy', 'cry', 'never', 'think', 'could', 'cry', 'honey', 'miss', 'till', 'day', 'die', 'till', 'day', 'die', 'saw', 'mirror', 'saw', 'face', 'longer', 'need', 'anyone', 'take', 'place', 'saw', 'mirror', 'look', 'eye', 'cause', 'something', 'sure', 'wrong', 'boy', 'cry', 'boy', 'cry', 'boy', 'cry']","['saw', 'mirror', 'saw', 'face', 'longer', 'need', 'anyone', 'take', 'place', 'saw', 'mirror', 'look', 'eye', 'cause', 'something', 'sure', 'wrong', 'boy', 'cry', 'boy', 'cry', 'saw', 'mirror', 'head', 'hang', 'low', 'familiar', 'feel', 'show', 'know', 'say', 'love', 'look', 'lie', 'really', 'bother', 'boy', 'cry', 'boy', 'cry', 'never', 'think', 'could', 'cry', 'honey', 'miss', 'till', 'day', 'die', 'till', 'day', 'die', 'saw', 'mirror', 'saw', 'face', 'longer', 'need', 'anyone', 'take', 'place', 'saw', 'mirror', 'look', 'eye', 'cause', 'something', 'sure', 'wrong', 'boy', 'cry', 'boy', 'cry', 'boy', 'cry']","['saw', 'mirror', 'face', 'longer', 'need', 'anyone', 'take', 'place', 'look', 'eye', 'cause', 'something', 'sure', 'wrong', 'boy', 'cry', 'head', 'hang', 'low', 'familiar', 'feel', 'show', 'know', 'say', 'love', 'lie', 'really', 'bother', 'never', 'think', 'could', 'honey', 'miss', 'till', 'day', 'die']","['saw', 'mirror', 'face', 'longer', 'need', 'anyone', 'take', 'place', 'look', 'eye', 'cause', 'something', 'sure', 'wrong', 'boy', 'cry', 'head', 'hang', 'low', 'familiar', 'feel', 'show', 'know', 'say', 'love', 'lie', 'really', 'bother', 'never', 'think', 'could', 'honey', 'miss', 'till', 'day', 'die']",36,2.0833333333333335,792,0.6210913062095642,0.27050039172172546,0.08539677411317825,0.019305605441331863,0.0021551235113292933,0.0015507792122662067,0.6210913062095642,sadness
5,"Nina, Pretty Ballerina",1,Ring Ring (International Edition) by ABBA,1973-03-26,15,6,14,,,,,,,,"['every', 'day', 'morning', 'way', 'office', 'see', 'catch', 'train', 'face', 'among', 'million', 'face', 'another', 'woman', 'name', 'girl', 'remember', 'still', 'something', 'special', 'know', 'sure', 'agree', 'know', 'get', 'little', 'secret', 'friday', 'even', 'turn', 'nina', 'pretty', 'ballerina', 'queen', 'dance', 'floor', 'moment', 'wait', 'like', 'cinderella', 'like', 'cinderella', 'nina', 'pretty', 'ballerina', 'ever', 'think', 'could', 'way', 'part', 'like', 'play', 'know', 'fun', 'would', 'go', 'away', 'would', 'play', 'every', 'day', 'back', 'every', 'morning', 'work', 'office', 'another', 'week', 'live', 'dream', 'another', 'row', 'early', 'mornings', 'almost', 'never', 'end', 'stream', 'talk', 'often', 'kind', 'shy', 'uncertain', 'everybody', 'seem', 'think', 'bore', 'know', 'little', 'secret', 'friday', 'night', 'would', 'store', 'nina', 'pretty', 'ballerina', 'queen', 'dance', 'floor', 'moment', 'wait', 'like', 'cinderella', 'like', 'cinderella', 'nina', 'pretty', 'ballerina', 'ever', 'think', 'could', 'way', 'part', 'like', 'play', 'would', 'like', 'play', 'every', 'day', 'nina', 'pretty', 'ballerina', 'queen', 'dance', 'floor', 'moment', 'wait', 'like', 'cinderella', 'like', 'cinderella', 'nina', 'pretty', 'ballerina', 'ever', 'think', 'could', 'way', 'part', 'like', 'play']","['every', 'day', 'morning', 'way', 'office', 'see', 'catch', 'train', 'face', 'among', 'million', 'face', 'another', 'woman', 'name', 'girl', 'remember', 'still', 'something', 'special', 'know', 'sure', 'agree', 'know', 'get', 'little', 'secret', 'friday', 'even', 'turn', 'nina', 'pretty', 'ballerina', 'queen', 'dance', 'floor', 'moment', 'wait', 'like', 'cinderella', 'like', 'cinderella', 'nina', 'pretty', 'ballerina', 'ever', 'think', 'could', 'way', 'part', 'like', 'play', 'know', 'fun', 'would', 'go', 'away', 'would', 'play', 'every', 'day', 'back', 'every', 'morning', 'work', 'office', 'another', 'week', 'live', 'dream', 'another', 'row', 'early', 'mornings', 'almost', 'never', 'end', 'stream', 'talk', 'often', 'kind', 'shy', 'uncertain', 'everybody', 'seem', 'think', 'bore', 'know', 'little', 'secret', 'friday', 'night', 'would', 'store', 'nina', 'pretty', 'ballerina', 'queen', 'dance', 'floor', 'moment', 'wait', 'like', 'cinderella', 'like', 'cinderella', 'nina', 'pretty', 'ballerina', 'ever', 'think', 'could', 'way', 'part', 'like', 'play', 'would', 'like', 'play', 'every', 'day', 'nina', 'pretty', 'ballerina', 'queen', 'dance', 'floor', 'moment', 'wait', 'like', 'cinderella', 'like', 'cinderella', 'nina', 'pretty', 'ballerina', 'ever', 'think', 'could', 'way', 'part', 'like', 'play']","['every', 'day', 'morning', 'way', 'office', 'see', 'catch', 'train', 'face', 'among', 'million', 'another', 'woman', 'name', 'girl', 'remember', 'still', 'something', 'special', 'know', 'sure', 'agree', 'get', 'little', 'secret', 'friday', 'even', 'turn', 'nina', 'pretty', 'ballerina', 'queen', 'dance', 'floor', 'moment', 'wait', 'like', 'cinderella', 'ever', 'think', 'could', 'part', 'play', 'fun', 'would', 'go', 'away', 'back', 'work', 'week', 'live', 'dream', 'row', 'early', 'mornings', 'almost', 'never', 'end', 'stream', 'talk', 'often', 'kind', 'shy', 'uncertain', 'everybody', 'seem', 'bore', 'night', 'store']","['every', 'day', 'morning', 'way', 'office', 'see', 'catch', 'train', 'face', 'among', 'million', 'another', 'woman', 'name', 'girl', 'remember', 'still', 'something', 'special', 'know', 'sure', 'agree', 'get', 'little', 'secret', 'friday', 'even', 'turn', 'nina', 'pretty', 'ballerina', 'queen', 'dance', 'floor', 'moment', 'wait', 'like', 'cinderella', 'ever', 'think', 'could', 'part', 'play', 'fun', 'would', 'go', 'away', 'back', 'work', 'week', 'live', 'dream', 'row', 'early', 'mornings', 'almost', 'never', 'end', 'stream', 'talk', 'often', 'kind', 'shy', 'uncertain', 'everybody', 'seem', 'bore', 'night', 'store']",69,2.072463768115942,1538,0.0015112555120140314,0.0014810446882620454,0.00490217562764883,0.0010251043131574988,0.988024890422821,0.003055537585169077,0.988024890422821,fear
